CIKKSZAM;MEGN;MENYEGY;BESZAR;ELADAR;AFASZAZ;AKTKESZ;TORT
7740000;CBA PELENKA 26DB MIDI;DB;645;999;25;7;HAMIS
4303002;CBA PISKOTATALLER 128G E;DB;77,77;129;18;4;HAMIS
4303003;CBA PISKOTATALLER 128G M;DB;82,78;129;18;-4;HAMIS
4303004;CBA PISKOTATALLER 128G N;DB;77,05;129;18;0;HAMIS
2080019;CBA PISKOTATEKERCS 200G;DB;313,75;499;18;3;HAMIS
3150069;CBA PISZTACIA 80G;DB;178,34;279;25;1;HAMIS
2070094;CBA PIZZA TESZTA 400G 2;DB;137,5;199;18;0;HAMIS
2080038;CBA POLUS ROZSKENYER 500;DB;164;249;18;0;HAMIS
4430004;POPCORN 100G CBA SOS;DB;39,78;89;25;59;HAMIS
4430005;POPCORN 100G CBA VAJAS;DB;39,78;89;25;64;HAMIS
5520002;CBA PUDINGPOR CSOKIS;DB;18,5;29;18;31;HAMIS
5520001;CBA PUDINGPOR VANILIA;DB;16,75;29;18;17;HAMIS
2400182;CBA PULYKA VIRSLI 1000G;DB;417;649;25;3;HAMIS
2400050;CBA PULYKA VIRSLI 200G;DB;92,5;149;25;0;HAMIS
2440134;CBA PULYKAMELL SONKA KG;KG;1022,77;1699;25;0,622;IGAZ
4300114;CBA PUSZEDLI 200G FAHEJ;DB;124,23;189;25;9;HAMIS
4300115;CBA PUSZEDLI 200G KAKAOS;DB;124,23;189;25;11;HAMIS
4300116;CBA PUSZEDLI 200G VANIL;DB;124,23;189;25;9;HAMIS
3409005;CBA RAKOTT KAPOSZTA;DB;171,7;269;25;7;HAMIS
3000009;RIZS 250G GYORSRIZS CBA;DB;94,41;155;25;14;HAMIS
3000012;RIZS 250G KONYHAKESZ CBA;DB;82,03;125;25;25;HAMIS
3000028;RIZS A 1KG CBA;DB;170,92;269;18;46;HAMIS
3000027;RIZS B 1KG CBA;DB;166,08;249;18;64;HAMIS
3000008;RIZS B 1KG CBA ALLOTASAK;DB;258;249;25;0;HAMIS
2754003;CBA ROP.BAR.VAGDALT 1KG;DB;390;599;25;5;HAMIS
2070039;CBA ROZSKENYER 500G;DB;164,1;239;18;2;HAMIS
2070142;CBA ROZSOS TOAST 250G;DB;86;139;18;1;HAMIS
2160132;CBA SAJT 150G CSIPOS;DB;166;239;18;6;HAMIS
2160131;CBA SAJT 150G TEJSZINES;DB;170,83;239;18;13;HAMIS
2160134;CBA SAJT TOMLOS MAGYAROS;DB;101,49;135;18;23;HAMIS
2160133;CBA SAJT TOMLOS TEJSZIN;DB;101,49;135;18;13;HAMIS
2080033;CBA SAJTOS SZENDV.SZ 250;DB;133;199;25;0;HAMIS
4440007;CBA SAJTOS TALLER 100G;DB;72,16;119;25;33;HAMIS
2754001;CBA SAJTTAL TOLT.PU.HUS;DB;629;949;25;8;HAMIS
2960004;CBA SALATA FRANCIA;DB;92;189;25;0;HAMIS
2960003;CBA SALATA MAJ.BURGONYA;DB;86;189;25;0;HAMIS
2960006;CBA SALATA MEXIKOI;DB;92;189;25;0;HAMIS
2960002;CBA SALATA PARIZSI HUS;DB;109;219;25;0;HAMIS
2960005;CBA SALATA SVEDGOMBA;DB;138;289;25;0;HAMIS
7000016;CBA SAMPON 250ML;DB;113,41;169;25;13;HAMIS
3300014;CBA SAV.KAP.TOLT.ALMAPAPR;DB;213,93;319;25;0;HAMIS
4200096;CBA SAVANYUCUKORKA 80G;DB;43,84;79;25;24;HAMIS
4200087;CBA SAVANYUCUKORKA 250G;DB;121;199;25;0;HAMIS
3200072;CBA SAVANYUKAPOSZTA 845G;DB;166,24;259;25;10;HAMIS
2440154;CBA SERTES PARIZSI KG;KG;415;649;25;11,918;IGAZ
3400003;CBA SERTESMAJKREM 65G;DB;26,48;42;25;3;HAMIS
2440137;CBA SERTESNYELV MOZAIK;KG;1036,98;1699;25;1,784;IGAZ
2590014;CBA SERTESZSIR 0,5KG;DB;178,54;259;25;13;HAMIS
3409001;CBA SOLET CSIPOS KOLBASZ;DB;186,19;289;25;6;HAMIS
2080022;CBA SOMLOI GALUSKA 200G;DB;190;349;25;0;HAMIS
2440119;CBA SOPRONI KG;KG;574;929;25;2,658;IGAZ
4300106;CBA SOS KISPEREC 100G;DB;49,45;69;18;37;HAMIS
4300157;CBA SOS KISPEREC 500G;DB;216,42;329;18;8;HAMIS
3150026;CBA SOSMOGYORO 250G;DB;134,37;239;25;79;HAMIS
4300171;CBA SOSPALCIKA 50G;DB;25,34;39;18;63;HAMIS
4300028;CBA SOSPALCIKA 500G;DB;212,53;319;18;9;HAMIS
4300101;CBA SOSPALCIKA.170G FOKH;DB;77,75;159;18;0;HAMIS
4300126;CBA SOSPALCIKA.170G SOS;DB;95,68;159;18;0;HAMIS
4300127;CBA SOSPALCIKA.170G SZEZ;DB;104,02;159;18;12;HAMIS
5500018;CBA SUTOPOR 12G;DB;6,53;10;25;96;HAMIS
8030023;CBA SZALVETA 50DB VIRAG;DB;102,02;159;25;10;HAMIS
3400000;CBA SZARNYAS MAJAS 65G;DB;28,93;42;25;0;HAMIS
3409000;CBA SZEKELYKAPOSZTA 380G;DB;187,05;289;25;3;HAMIS
8500039;CBA SZEMETES ROLL 25L/30;DB;57,19;125;25;-1;HAMIS
8500015;CBA SZEMETES ROLL 35L/30;DB;86,11;149;25;1;HAMIS
8500020;CBA SZEMETES ROLL 60L/20;DB;130,18;229;25;0;HAMIS
8500033;CBA SZEMETES ROLL 110L/20;DB;173,63;339;25;1;HAMIS
2160209;CBA SZENDV. LAPKA SANDWI;DB;82,12;139;18;39;HAMIS
2160208;CBA SZENDV. LAPKA SNACK;DB;82,76;139;18;31;HAMIS
2160207;CBA SZENDV. LAPKA TOAST;DB;82,12;139;18;56;HAMIS
8610004;CBA SZIVACSKENDO 5DB;DB;181;309;25;28;HAMIS
5020035;CBA SZORP 0,5L MALNA IZ;DB;145,66;219;25;7;HAMIS
5020036;CBA SZORP 0,5L NARANCS;DB;145,66;219;25;13;HAMIS
5020037;CBA SZORP 0,5L SZAMOCA;DB;142,16;219;25;0;HAMIS
2500018;CBA TARJA F.F. 100G SZEL;DB;184,04;339;25;1;HAMIS
1700049;CBA TEA EARL GREY;DB;60,02;99;25;11;HAMIS
1700048;CBA TEA EPER;DB;70,09;109;25;14;HAMIS
1700004;CBA TEA PR EPER-TEJSZIN;DB;139,07;219;25;3;HAMIS
1700001;CBA TEA PR GYUMOLCS;DB;134,38;219;25;0;HAMIS
1700009;CBA TEA PR MALNA-VANILIA;DB;134;219;25;;HAMIS
1700003;CBA TEA PR ZOLD BARACK;DB;0;219;25;;HAMIS
1700050;CBA TEA ZOLD;DB;60,08;99;25;16;HAMIS
2100047;CBA TEJ 1,5% 1L ZACSKOS;DB;136;182;18;0;HAMIS
2100046;CBA TEJ 2,8% 1L ZACSKOS;DB;145;192;18;0;HAMIS
2120014;CBA TEJFOL 175G 12%;DB;56,1;79;18;1;HAMIS
2120013;CBA TEJFOL 175G 20% 5;DB;73,14;99;18;4;HAMIS
2120012;CBA TEJFOL 450G 12%;DB;159;215;18;12;HAMIS
2120011;CBA TEJFOL 450G 20% 6;DB;172,78;235;18;29;HAMIS
4200198;CBA TEJKARAMELLA 80G;DB;135,26;89;25;0;HAMIS
4200199;CBA TEJKARAMELLA 200G;DB;107,61;189;25;0;HAMIS
7100001;CBA TESTAPOLO 250ML;DB;134,48;199;25;5;HAMIS
3100010;CBA TESZTA 2T FODROS;DB;145,12;229;25;18;HAMIS
3100024;CBA TESZTA 2T ROVIDCSO;DB;144,82;229;25;21;HAMIS
3100025;CBA TESZTA 2T ROVIDMET;DB;145,13;229;25;11;HAMIS
3100017;CBA TESZTA 2T SPAGETTI;DB;145,12;229;25;11;HAMIS
3100001;CBA TESZTA 500G CSIGA;DB;225,32;329;25;13;HAMIS
3100021;CBA TESZTA 500G CSUSZA;DB;222,97;329;25;11;HAMIS
3100023;CBA TESZTA 500G KEZITARH;DB;225,33;329;25;14;HAMIS
3100008;CBA TESZTA 500G SZ.METEL;DB;225,31;329;25;16;HAMIS
3100022;CBA TESZTA 500G V.CERNA;DB;225,74;329;25;8;HAMIS
3100014;CBA TESZTA.FODROS 500G;DB;146,76;249;25;7;HAMIS
3100006;CBA TESZTA.SPAGETTI;DB;167,31;249;25;29;HAMIS
3100007;CBA TESZTA.SZARVACSKA;DB;154,22;249;25;7;HAMIS
3100009;CBA TESZTA.TARHONYA;DB;144,94;249;25;24;HAMIS
2792001;CBA TOKEHAL FILE 1KG;DB;949;1599;25;7;HAMIS
2792000;CBA TOKEHAL TORZS 1KG;DB;703,36;1199;25;7;HAMIS
3409004;CBA TOLTOTT KAPOSZTA;DB;162,98;269;25;24;HAMIS
2160138;CBA TOMLOS NOVENYI NARUR;DB;68;109;18;0;HAMIS
2160165;CBA TOMLOS NOVENYI SONKA;DB;68;109;18;0;HAMIS
2080035;CBA TONKOLYBUZAS 750G;DB;320;489;18;0;HAMIS
8610005;CBA TORLOKENDO SARGA 3DB;DB;118,46;209;25;21;HAMIS
2160181;CBA TRAPPISTA 125G SZEL;DB;168,72;259;18;12;HAMIS
2160076;CBA TRAPPISTA 170G DARAB;DB;209,79;319;18;0;HAMIS
4300168;CBA TT.OSTYA 1KG CITROM;DB;629,95;999;25;4;HAMIS
4300165;CBA TT.OSTYA 1KG KAKAOS;DB;629,95;999;25;3;HAMIS
4300170;CBA TT.OSTYA 500G CITROM;DB;381,62;599;25;5;HAMIS
4300169;CBA TT.OSTYA 500G KAKAOS;DB;381,62;599;25;5;HAMIS
2150001;CBA TURO 250G FELZSIROS;DB;180;189;18;15;HAMIS
2180119;CBA TURO CSOKI 30G;DB;25,2;39;25;0;HAMIS
2180101;CBA TURO CSOKI 5X30G;DB;135;209;25;1;HAMIS
7250021;CBA TUSFURDO 250ML;DB;122,77;189;25;4;HAMIS
5040029;CBA UDITO 2L ANANASZ;DB;70,15;109;25;-2;HAMIS
5040006;CBA UDITO 2L CITROM;DB;68;109;25;19;HAMIS
5040004;CBA UDITO 2L COLA;DB;70,15;109;25;28;HAMIS
5040013;CBA UDITO 2L MALNA;DB;70,15;109;25;-1;HAMIS
5040012;CBA UDITO 2L MEGGY;DB;70,15;109;25;1;HAMIS
5040005;CBA UDITO 2L NARANCS;DB;70,12;109;25;42;HAMIS
5040009;CBA UDITO 2L SZOLO;DB;70,15;109;25;10;HAMIS
5040030;CBA UDITO 2L ZOLDALMA;DB;70,15;109;25;1;HAMIS
2110014;CBA UHT TEJ 1,5% 1L;DB;125,77;169;18;15;HAMIS
2110013;CBA UHT TEJ 2,8% 1L;DB;134,37;189;18;27;HAMIS
2140039;CBA VAJ 100G;DB;127,2;185;18;18;HAMIS
2140041;CBA VAJKREM 250G MAGYAR;DB;183,37;259;18;-1;HAMIS
2140040;CBA VAJKREM 250G NATUR;DB;183,37;259;18;1;HAMIS
4300062;CBA VAN.KARIKA 300G ET;DB;251,39;399;25;15;HAMIS
4300069;CBA VAN.KARIKA 300G TEJ;DB;254;399;25;19;HAMIS
5500019;CBA VANILINCUKOR 8G;DB;5,79;10;25;170;HAMIS
2400174;CBA VASTAGKOLBASZ 130G;DB;217;359;25;0;HAMIS
5650002;CBA VIRAGMEZ 500G;DB;506,48;759;25;4;HAMIS
2400166;CBA VIRSLI KG;KG;483;749;25;4,234;IGAZ
2080034;CBA VOLLKORN KENYER 350G;DB;122;179;18;0;HAMIS
8010031;CBA WC PAPIR 4 T ILLAT;DB;182,64;269;25;14;HAMIS
8010000;CBA WC PAPIR 4 TEKERCS;DB;76,33;115;25;0;HAMIS
8010037;CBA WC PAPIR 8 T PREM.;DB;406,9;599;25;1;HAMIS
8010001;CBA WC PAPIR 8 TEKERCS;DB;131,62;229;25;10;HAMIS
8010002;CBA WC PAPIR 12 TEKERCS;DB;197,45;309;25;11;HAMIS
2440120;CBA ZALA KG;KG;574,11;929;25;2,24;IGAZ
3200051;CEKLA 720ML MATRA;DB;145,12;239;25;8;HAMIS
4000161;CELEBRATION 200G;DB;455,66;849;25;0;HAMIS
9590006;CELOFAN IVES;DB;24,8;99;25;-1;HAMIS
9590019;CELOFAN KOSAR TASAK;DB;46,5;99;25;-1;HAMIS
5600103;CERB MUZLISZEL.20G NIGHT;DB;55,76;89;18;4;HAMIS
5600096;CERB MUZLISZEL.25G JOGHUR;DB;55,76;89;18;14;HAMIS
5600095;CERB MUZLISZEL.25G MOGYOR;DB;55,76;89;18;0;HAMIS
5600051;CERB PUFF.BUZA NORBI CSOK;DB;118,38;179;18;0;HAMIS
5600081;CERB PUFF.BUZA TONKOLY;DB;124,61;199;18;0;HAMIS
5600137;CERB.MUZLISZ. NORBI CAPP.;DB;55,76;89;18;20;HAMIS
5600138;CERB.MUZLISZ. NORBI GYUM.;DB;58,7;89;18;0;HAMIS
5600062;CERB.MUZLISZEL. FITT&GO;DB;40;75;18;0;HAMIS
5600090;CERB.MUZLISZEL.20G ALMAS;DB;47,98;75;18;22;HAMIS
5600014;CERB.MUZLISZEL.20G CSOKIS;DB;41,28;75;18;14;HAMIS
5600013;CERB.MUZLISZEL.20G FITT;DB;48,76;79;18;20;HAMIS
5600015;CERB.MUZLISZEL.20G GYM.;DB;40,48;75;18;16;HAMIS
5600011;CERB.MUZLISZEL.20G KOKUSZ;DB;41,43;75;18;13;HAMIS
5600012;CERB.MUZLISZEL.20G MEGGY.;DB;41,31;75;18;20;HAMIS
5600049;CERB.MUZLISZEL.20G TOKMAG;DB;44,42;75;18;2;HAMIS
5600113;CERB.MUZLISZELET 3+1 ALMA;DB;117,52;179;18;0;HAMIS
5600112;CERB.MUZLISZELET 3+1 COCO;DB;117,52;179;18;0;HAMIS
5600111;CERB.MUZLISZELET 3+1 FITT;DB;117,52;179;18;0;HAMIS
5600043;CERB.PUFF. BUZASZEL NORBI;DB;85,01;139;18;15;HAMIS
5600092;CERBONA 150G CSOKIS GOLY;DB;166,52;249;18;0;HAMIS
5600006;CERBONA 150G CSOKIS PEH.;DB;154,41;249;18;0;HAMIS
5600047;CERBONA 375G KAKAOS GPEH;DB;302,11;449;18;1;HAMIS
3110011;CERBONA 500G NORBI ORSO;DB;147,63;239;25;0;HAMIS
3110012;CERBONA 500G NORBI SPAGE;DB;159,75;159;25;0;HAMIS
3110005;CERBONA 500G COPFOCSKA;DB;114,98;339;25;0;HAMIS
3110007;CERBONA 500G CSOTESZTA;DB;120,65;339;25;0;HAMIS
3110008;CERBONA 500G FODROSNKOCKA;DB;142,84;339;25;0;HAMIS
3110006;CERBONA 500G ORSO;DB;105,41;339;25;0;HAMIS
3110009;CERBONA 500G SPAGETTI;DB;112,23;339;25;30;HAMIS
3110010;CERBONA 500G TARHONYA;DB;138,05;339;25;0;HAMIS
5600026;CERBONA EXTR.PEH.KENY KUK;DB;60,69;89;18;0;HAMIS
2070138;CERES BIO MINI BAGETT 6DB;DB;224,5;339;18;0;HAMIS
2070151;CERES BURG.KOV.CIPO 400G;DB;109;169;18;0;HAMIS
2070152;CERES BURG.KOV.VEKNI 400G;DB;109;169;18;0;HAMIS
2070128;CERES BUZAKENYER;KG;210,6;319;18;0;IGAZ
2070073;CERES FAHEJAS CSIGA 75G;DB;97;150;25;1;HAMIS
2070116;CERES FEHER 1KG SZEL/CSOM;DB;186,06;279;18;0;HAMIS
2070014;CERES FEHER 500G SZE;DB;142;219;18;0;HAMIS
2070126;CERES FEHER KENYER 1KG;KG;205,5;299;18;0;IGAZ
2070127;CERES FELBARNA 1KG SZELET;DB;226,9;339;18;0;HAMIS
2070117;CERES FELBARNA 500G;DB;112,8;169;18;0;HAMIS
2070091;CERES FELBARNA 500G SZEL;DB;159;239;18;0;HAMIS
2070156;CERES FON.KALACS 400G;DB;149;229;18;0;HAMIS
2070157;CERES FORMAKALACS 400G;DB;146;219;18;0;HAMIS
2070122;CERES GUBA RUD 250G;DB;158,3;239;25;0;HAMIS
2070139;CERES H.ZSEMLE GLUT.MENT.;DB;279,63;399;18;-1;HAMIS
2070115;CERES HAZI JELL. KENY.750;DB;134,89;219;18;0;HAMIS
2070129;CERES HAZI JELL.KENYER 1K;KG;219;329;18;0;IGAZ
2070114;CERES HAZI JELLEG 1KG SZ;DB;202,6;299;18;0;HAMIS
2070136;CERES HOSSZU ZSEMLE 52-56;DB;13,86;25;18;1;HAMIS
2070140;CERES KAK.CSIGA GLUT.MENT;DB;279,63;399;18;4;HAMIS
2070071;CERES KAKAOS CSIGA 100G;DB;67,9;149;18;-1;HAMIS
2070113;CERES KAKAOS CSIGA 2DB-OS;DB;145,22;239;18;2;HAMIS
2070056;CERES KAKAOS CSIGA 75G;DB;72,57;135;18;1;HAMIS
2070149;CERES KOVASZOS CIPO 400G;DB;110;179;18;0;HAMIS
2070150;CERES KOVASZOS VEKNI 400G;DB;110;179;18;0;HAMIS
2070087;CERES LEKV.TASKA 2DB;DB;192,4;289;18;-7;HAMIS
2070052;CERES LEKVAROS BUKTA 100G;DB;94,24;149;18;3;HAMIS
2070054;CERES LEKVAROS TASKA 75G;DB;79,79;119;18;9;HAMIS
2070137;CERES MAGRUD 55G;DB;30,83;65;18;-5;HAMIS
2070062;CERES METERES KALACS 300G;DB;220;330;18;0;HAMIS
2070096;CERES NORBI KALACS 250G;DB;435,7;659;18;0;HAMIS
2070095;CERES NORBI KENYER 300G;DB;339;509;18;0;HAMIS
2070124;CERES OTTHONI KENYER 500G;DB;110,35;169;18;5;HAMIS
2070057;CERES PEREC SOS 64G;DB;82,5;115;18;0;HAMIS
2070081;CERES PESTI TARTOS 250G;DB;113,78;175;18;0;HAMIS
2070110;CERES POGACSA SAJTOS 80G;DB;83,48;129;18;4;HAMIS
2070077;CERES PRIMA KENYER 500G;DB;124,1;189;18;0;HAMIS
2070107;CERES RABA ROZSK.250G;DB;119;189;18;0;HAMIS
2070130;CERES ROZSLANG 1KG;KG;203,4;310;18;0;IGAZ
2070092;CERES ROZSLANG 750G SZEL;DB;160,88;245;18;-1;HAMIS
2070133;CERES ROZSOS 4MAGOS 350G;DB;170,87;269;18;-1;HAMIS
2070154;CERES ROZSOS CIPO 400G;DB;115;179;18;0;HAMIS
2070155;CERES ROZSOS VEKNI 400G;DB;115;179;18;0;HAMIS
2070125;CERES SAJTOS RUD 150G 2DB;DB;87,5;249;18;0;HAMIS
2070069;CERES SAJTOS RUD 75G;DB;71,75;129;18;5;HAMIS
2070131;CERES SOS KIFLI;DB;19,8;30;18;-1;HAMIS
2070132;CERES SZENDVICSKENYER 250;DB;86,93;139;18;0;HAMIS
2070053;CERES SZEZ.H.ZSEMLE 2DB;DB;98,43;159;18;-1;HAMIS
2070050;CERES TART.KALACS 500G;DB;320,3;489;25;0;HAMIS
2070076;CERES TEJES KIFLI 5DB-OS;DB;75,77;139;18;-6;HAMIS
2070120;CERES TOLTOTT KALACS 300G;DB;367,8;559;18;0;HAMIS
2070070;CERES TUROS TASKA 100G;DB;75;159;18;-2;HAMIS
2070121;CERES TUROS TASKA 2DB;DB;232,3;349;18;0;HAMIS
2070078;CERES TUROS TASKA 75G;DB;93,81;129;18;2;HAMIS
2070098;CERES VAJAS TOAST 500G;DB;192,1;299;18;-2;HAMIS
2070108;CERES VANILIAS CSIGA 2DB/;DB;115,7;159;18;5;HAMIS
2070153;CERES VOLLKORN 500G;DB;145;219;18;0;HAMIS
2070135;CERES VOLLKORN AMERIK.750;DB;239,59;379;18;0;HAMIS
2070134;CERES VOLLKORN-MAGKEV.250;DB;101,42;159;18;3;HAMIS
1700039;CEYLON LABEL XTRA QUALITY;DB;74,52;129;25;0;HAMIS
6440006;CFA KEZTISZTITO KREM 500G;DB;169,2;259;25;4;HAMIS
5900072;CHAPPI 1200G MAJ;DB;263,54;529;25;0;HAMIS
5900014;CHAPPI 1200G MAR/ZOLDS;DB;287,09;529;25;0;HAMIS
5900064;CHAPPI 400G MAJ/PU/R;DB;132,9;229;25;0;HAMIS
5900061;CHAPPI 400G MAR/BFI/R;DB;165,69;259;25;19;HAMIS
5910008;CHAPPI 3KG BAROMF/ZOLDS;DB;855,7;1299;25;4;HAMIS
5910009;CHAPPI 3KG MARHA/BAROMF;DB;827,25;1299;25;0;HAMIS
5910007;CHAPPI 3KG MARHA/ZOLDS;DB;827,24;1299;25;0;HAMIS
5910005;CHAPPI 500G MARH/BAROMF;DB;164,47;249;25;19;HAMIS
5910004;CHAPPI 500G MARH/ZOLDS;DB;164,47;249;25;0;HAMIS
8400018;CHEETOS 43G OCEAN;DB;72,2;119;18;18;HAMIS
8400002;CHEETOS 43G SAFARI;DB;72,64;59;18;0;HAMIS
4420006;CHEETOS 55G HOTDOG;DB;66,25;99;18;0;HAMIS
4420010;CHEETOS 55G KETCHUP;DB;66,24;99;18;4;HAMIS
4420008;CHEETOS 55G MOGYOROS;DB;67,4;99;18;17;HAMIS
4420009;CHEETOS 55G PIZZAS;DB;66,24;99;18;0;HAMIS
4420007;CHEETOS 55G SAJTOS;DB;67,4;99;18;24;HAMIS
4420002;CHEETOS 55G SPIRAL;DB;67,4;99;18;0;HAMIS
6700000;CHEMOTOX 1X KESZULEK 45EJ;DB;640,81;985;25;0;HAMIS
6700002;CHEMOTOX DOMOTOX 125G;DB;158,56;229;25;0;HAMIS
6700004;CHEMOTOX LEGYIRTO 150ML;DB;256,77;399;25;33;HAMIS
6700006;CHEMOTOX LEGYIRTO 200ML;DB;291,67;499;25;0;HAMIS
6700008;CHEMOTOX LEGYIRTO 500ML;DB;512,67;769;25;0;HAMIS
6700001;CHEMOTOX MOLYTOX 150G;DB;324,21;459;25;0;HAMIS
4100079;CHERRIES IN BRANDY 150G;DB;300,04;459;25;0;HAMIS
4100075;CHERRY DESSZ.132G ARABELL;DB;260,52;399;25;0;HAMIS
4100082;CHERRY LADY 268G DESSZERT;DB;443,93;699;25;6;HAMIS
4100038;CHERRY Q 125G SZIV;DB;450,45;759;25;0;HAMIS
4100049;CHERRY Q 132G;DB;388,25;699;25;0;HAMIS
4100057;CHERRY Q 132G FEHER;DB;385,97;649;25;0;HAMIS
4100051;CHERRY Q 175G OVAL;DB;567,47;969;25;-1;HAMIS
4100071;CHERRY Q 195G MARCIPAN;DB;560,98;299;25;0;HAMIS
4100008;CHERRY Q 200G KOR;DB;622,65;949;25;0;HAMIS
4400018;CHIO BIG PEP 65G;DB;120,63;195;18;12;HAMIS
4400012;CHIO BURGONYASZIROM 3F;DB;66,73;129;18;34;HAMIS
4400028;CHIO CHIPS 90G GRILLES;DB;146,34;209;25;8;HAMIS
4400010;CHIO CHIPS 90G HAGY-TEJF;DB;129;209;25;12;HAMIS
4400007;CHIO CHIPS 90G PAPRIKAS;DB;129;209;25;0;HAMIS
4400005;CHIO CHIPS 90G PIKANS;DB;143,79;209;25;14;HAMIS
4400009;CHIO CHIPS 90G SAJTOS;DB;145,42;209;25;13;HAMIS
4400004;CHIO CHIPS 90G SOS;DB;134,48;209;25;15;HAMIS
4400024;CHIO CHIPS 90G UJHAGYMA;DB;135,71;209;25;13;HAMIS
4400019;CHIO CLASSIC FLIPS 100G;DB;112,91;185;18;11;HAMIS
4410011;CHIO CRACKER MIX 180G;DB;172,02;319;18;0;HAMIS
4410000;CHIO CRACKINGS 100G SAJT;DB;100;189;18;1;HAMIS
4410008;CHIO CRACKINGS 100G SONK;DB;126;189;18;17;HAMIS
4410019;CHIO CRACKINGS 125 ORIGI;DB;94,86;149;18;28;HAMIS
4410020;CHIO CRACKINGS 125 SESAM;DB;113,9;189;18;0;HAMIS
3150030;CHIO CRISPERS 70G CHILIS;DB;82,05;149;25;7;HAMIS
3150080;CHIO CRISPERS 70G UJHAGYM;DB;82,05;149;25;0;HAMIS
4400021;CHIO DISNEY CARS 40G SAJT;DB;57,17;109;18;7;HAMIS
4400030;CHIO DISNEY HANNAH 40G HA;DB;56,66;109;18;8;HAMIS
4400002;CHIO EXXTRA 90G PAR/PAPR;DB;128,84;249;25;11;HAMIS
4400017;CHIO EXXTRA 90G SONK/MEZ;DB;129;249;25;0;HAMIS
4400025;CHIO EXXTRA 90G TEJS-MED;DB;143,79;249;25;6;HAMIS
4410017;CHIO GOLD FISCHLI SESAM;DB;113,9;189;18;10;HAMIS
4400006;CHIO HAGY.FOKH.PIRIT 65G;DB;98,42;155;18;1;HAMIS
4400023;CHIO MASTER CROK PIZZAS;DB;66;99;18;17;HAMIS
4400022;CHIO MASTER CROK SAJTOS;DB;66;99;18;15;HAMIS
4410014;CHIO MAXI MIX 125G BOX;DB;135;239;18;5;HAMIS
4410015;CHIO MAXI MIX 250G;DB;250,3;439;18;0;HAMIS
3150054;CHIO MOGYORO 90G SOS;DB;76,66;129;25;-1;HAMIS
3150073;CHIO MOGYORO 175G SOS;DB;116;229;25;15;HAMIS
3150074;CHIO MOGYORO 370G SOS;DB;181,5;449;25;4;HAMIS
4410016;CHIO PARTY MIX 200G;DB;172;319;18;0;HAMIS
4400026;CHIO PARTY STICKS 75G;DB;118,8;215;25;0;HAMIS
4400011;CHIO POM BAR 50G ORIGIN;DB;88;139;18;11;HAMIS
4400003;CHIO POM BAR 50G SAJTOS;DB;85;139;18;12;HAMIS
4400000;CHIO POM BAR 50G SON/SAJ;DB;86;139;18;0;HAMIS
4410003;CHIO POM BAR 50G UJHAGYM;DB;87;139;18;0;HAMIS
4400029;CHIO POP CORN 75G SAJT;DB;83,3;145;18;0;HAMIS
4400027;CHIO POP CORN 75G SOS;DB;83,3;145;18;9;HAMIS
4400016;CHIO SOMBREROS 65G MEXIK;DB;116,87;195;18;16;HAMIS
4400008;CHIO SOMBREROS 65G NACHO;DB;108,5;195;18;18;HAMIS
4400051;CHIO SOSPEREC 275G;DB;138,6;285;18;10;HAMIS
4410005;CHIO STICKLETTI 40G;DB;30;49;18;29;HAMIS
4410010;CHIO STICKLETTI 85G BUR;DB;81;145;18;38;HAMIS
4410023;CHIO STICKLETTI 85G SAJ;DB;81;145;18;-36;HAMIS
4410006;CHIO STICKLETTI 125G;DB;88;145;18;1;HAMIS
4410007;CHIO STICKLETTI 250G;DB;142;289;18;0;HAMIS
4410001;CHIO STICKLETTI 85G HAGYM;DB;83,76;145;25;0;HAMIS
4400042;CHIO SULTKRUMPLI 75G HAG;DB;132,87;235;25;7;HAMIS
4400041;CHIO SULTKRUMPLI 75G SOS;DB;134,14;235;25;21;HAMIS
4400031;CHIO SULTKRUMPLI 75G TOR;DB;110;235;18;13;HAMIS
4400015;CHIO TACCOS 65G;DB;127,5;195;18;7;HAMIS
5600056;CHIPITA BAKE ROLLS 80G BA;DB;95,82;165;18;22;HAMIS
5600071;CHIPITA BAKE ROLLS 80G SP;DB;96,46;165;18;0;HAMIS
5600034;CHIPITA BAKE ROLLS 90G FO;DB;97,42;165;18;27;HAMIS
5600057;CHIPITA BAKE ROLLS-80G PI;DB;99,99;165;18;-1;HAMIS
5600069;CHIPITA BAKE ROLLS-80G SA;DB;95,82;165;18;6;HAMIS
5600058;CHIPITA BAKE ROLLS-90G NA;DB;97,7;165;18;14;HAMIS
5600094;CHIPITA CROISSANT MAX 85G;DB;91,48;135;18;37;HAMIS
5600100;CHIPITA CROISSANT MAX KAR;DB;8,03;135;18;11;HAMIS
5600082;CHIPITA CROISSANT MAX MEZ;DB;88,27;135;18;20;HAMIS
4430010;CHIPS POTATO 75G PAPRIK;DB;81,22;129;25;2;HAMIS
4430009;CHIPS POTATO 75G SOS;DB;76,71;129;25;0;HAMIS
4430008;CHIPS POTATO 200G PAPRIK;DB;143,53;219;25;0;HAMIS
4430011;CHIPS POTATO 200G SOS;DB;129;219;25;0;HAMIS
1220004;CHOC CSOKOLADELIKOR 0,5L;DB;1499;2990;25;8;HAMIS
4030005;CHOCO BANANA SZELET;DB;23,34;39;25;76;HAMIS
