CIKKSZAM;MEGN;MENYEGY;BESZAR;ELADAR;AFASZAZ;AKTKESZ;TORT
5140000;TORMA ECETES 200G KKFH;DB;170;269;25;3;HAMIS
5140001;TORMA KOCH 190G TEJSZIN;DB;215,82;329;25;0;HAMIS
5140007;TORMA KOCH 200G ASZTALI;DB;204,08;319;25;0;HAMIS
5140008;TORMA KOCH 200G MAJONEZ;DB;188,73;299;25;0;HAMIS
5140004;TORMA MAJONEZES 70G UNI;DB;108,59;175;25;2;HAMIS
5140005;TORMA MAJONEZES 160G UNI;DB;180,49;289;25;0;HAMIS
9550045;TORNAZSAK;DB;172;249;25;10;HAMIS
5500013;TORTABEV 60G KATICA ET;DB;80,22;149;25;19;HAMIS
5500012;TORTABEV 60G KATICA T;DB;80,22;149;25;25;HAMIS
5500044;TORTABEV 100G MARIKA ET;DB;94,83;149;25;6;HAMIS
5500043;TORTABEV 100G MARIKA TEJ;DB;94,83;149;25;11;HAMIS
5500009;TORTABEV 100G PARTY ET;DB;96,46;169;25;10;HAMIS
5500010;TORTADARA 100G ROKOKO ET;DB;133,78;199;25;0;HAMIS
5500028;TORTADARA 70G PIX-MIX;DB;88;139;25;0;HAMIS
1600094;TRADITION INST.KAVE 100G;DB;265,92;399;25;0;HAMIS
5060052;TRAUBISODA 0,5L;DB;119,19;189;25;16;HAMIS
5060055;TRAUBISODA 2L;DB;203,17;359;25;16;HAMIS
4250007;TRIDENT RAGO BLUE MINT;DB;55,94;119;25;11;HAMIS
4250008;TRIDENT RAGO GREEN MINT;DB;81,29;119;25;7;HAMIS
1210027;TROIS TOURS 0,2L;DB;393,57;669;25;0;HAMIS
1210028;TROIS TOURS 0,5L;DB;1023,72;1599;25;1;HAMIS
4220036;TROLLZ BUBBLE GUM TAPE;DB;179;269;25;0;HAMIS
5040019;TROPICANA 1L ALMA 100%;DB;178,58;359;25;0;HAMIS
5040007;TROPICANA 1L ANANASZ 100;DB;205,32;359;25;0;HAMIS
5040021;TROPICANA 1L MILD JUICE;DB;241;359;25;0;HAMIS
5040031;TROPICANA 1L MULTIFR.100;DB;241;179;25;0;HAMIS
5040022;TROPICANA 1L NAR-ANAN-MA;DB;206,41;359;25;0;HAMIS
5040033;TROPICANA 1L NARANCS 100;DB;241;179;25;0;HAMIS
5040008;TROPICANA 1L OSZIBARACK;DB;241;359;25;0;HAMIS
5040047;TROPICANA 1L PARADICSOM;DB;234,25;359;25;0;HAMIS
5040010;TROPICANA 1L SZOLO 100%;DB;217;359;25;0;HAMIS
3600075;TROPUSI GY.KOKT 425G ISKA;DB;184,9;289;25;24;HAMIS
3600043;TROPUSI GY.KOKT 820G ISKA;DB;317,13;489;25;0;HAMIS
3600049;TROPUSI GY.KOKTEL HAPPY;DB;132,3;279;25;22;HAMIS
3600006;TROPUSI GY.KOKTEL HARVEST;DB;193,5;299;25;0;HAMIS
3600020;TROPUSI GY.KOKTEL TAIPAI;DB;155,87;269;25;0;HAMIS
1350001;TUBORG 0,33L GOLD;DB;116,9;179;25;0;HAMIS
4300201;TUC KEKSZ 100G PAPRIKAS;DB;116,85;219;18;27;HAMIS
4300068;TUC KEKSZ 100G SONKAS;DB;122,81;219;18;45;HAMIS
4300200;TUC KEKSZ 100G SOS;DB;123,46;219;18;39;HAMIS
6420013;TUKOR ABLAKTISZTITO 250M;DB;153,09;239;25;20;HAMIS
2150030;TURO 250G ARANYKOCSI ZACS;DB;131;199;18;12;HAMIS
2150010;TURO 250G BAKONY FOLIAS;DB;189,11;289;18;0;HAMIS
2150020;TURO 250G BAKONY DOBOZOS;DB;155;299;18;0;HAMIS
2150014;TURO 250G BAKONY SOVANY D;DB;0;449;18;0;HAMIS
2150029;TURO 250G FARMER;DB;141;299;18;0;HAMIS
2150026;TURO 250G MONTICE TEGELY;DB;138;169;18;0;HAMIS
2150011;TURO 250G MEGGLE FZS.DOB.;DB;117;199;18;0;HAMIS
2150025;TURO 250G MILLI DOBOZOS;DB;163,4;309;18;0;HAMIS
2150007;TURO 250G MIZO DOBOZOS;DB;181,48;329;18;5;HAMIS
2150036;TURO 250G MIZO FOLIAS;DB;164;319;18;-5;HAMIS
2150034;TURO 250G NADUDV./DELIBAB;DB;219;329;18;1;HAMIS
2150023;TURO 250G OKE MILLI;DB;181;245;18;1;HAMIS
2150005;TURO 250G SOLE;DB;151;259;18;0;HAMIS
2150024;TURO 250G SOLE POHARAS UJ;DB;156;215;18;0;HAMIS
2150019;TURO 450G BAKONY;DB;315;459;18;0;HAMIS
2150033;TURO 500G FARMER;DB;292;549;18;0;HAMIS
2150006;TURO 500G MIZO;DB;324,88;629;18;0;HAMIS
2150022;TURO 500G OKE;DB;362;549;18;0;HAMIS
2150017;TURO 500G RICOTTA;DB;158;439;18;2;HAMIS
2150003;TURO KREM 125G GYUM.HERBA;DB;94;149;18;0;HAMIS
2150002;TURO NADUDVARI TARTOS KG;KG;696,45;999;18;0;IGAZ
2180052;TURO RUDI MILLI 30G AFON;DB;32;59;25;-7;HAMIS
2180054;TURO RUDI MILLI 30G EPER;DB;37,5;59;25;0;HAMIS
2180053;TURO RUDI MILLI 30G KAJS;DB;37,5;49;25;0;HAMIS
2180050;TURO RUDI MILLI 30G NAT;DB;37,4;65;25;0;HAMIS
2180098;TURO RUDI POTTYOS 4+1;DB;194,3;399;25;33;HAMIS
2180063;TURO RUDI POTTYOS DUPLA;DB;73;119;25;2;HAMIS
2180058;TURO RUDI POTTYOS BARACK;DB;44;69;25;4;HAMIS
2180056;TURO RUDI POTTYOS EPER;DB;44;69;25;6;HAMIS
2180091;TURO RUDI POTTYOS KOKUSZ;DB;44;69;25;-10;HAMIS
2180047;TURO RUDI POTTYOS MOGYORO;DB;44;69;25;-19;HAMIS
2180055;TURO RUDI POTTYOS NAT ET;DB;44;69;25;-74;HAMIS
2180103;TURO RUDI POTTYOS NAT TEJ;DB;44;69;25;-57;HAMIS
2180060;TURO RUDI POTTYOS ORIAS;DB;69,11;89;25;12;HAMIS
2180000;TURO RUDI POTTYOS ORIAS T;DB;67,5;125;25;45;HAMIS
2150013;TUROKREM RAVENSBERG 200G;DB;126;189;18;0;HAMIS
2150012;TUROKREM EMZETT 200G;DB;131,4;199;18;0;HAMIS
4260005;TWINNER JUNIOR CHERRY;DB;94,76;149;25;0;HAMIS
4260004;TWINNER MELON;DB;94,2;149;25;0;HAMIS
4260003;TWINNER MENTHOL-EUKA;DB;94,76;149;25;0;HAMIS
4260000;TWINNER PEPPERMINT;DB;94,76;149;25;0;HAMIS
4260001;TWINNER SPEARMINT;DB;94,76;149;25;0;HAMIS
4260002;TWINNER WHITE;DB;94,76;149;25;0;HAMIS
2130067;TWIST IVOJOGHURT 250G;DB;119;179;18;0;HAMIS
4000132;TWIX 51G;DB;67,2;119;25;92;HAMIS
4000104;TWIX 58G FEHER;DB;74,71;119;25;0;HAMIS
4000053;TWIX 85G;DB;113,56;119;25;0;HAMIS
5290022;UB MARTAS.390G TEJSZ.GOM;DB;307,99;499;25;0;HAMIS
5290016;UB MARTAS 400G ANANASZ;DB;317,48;459;25;3;HAMIS
5290014;UB MARTAS 400G CSIP-SZE;DB;360,13;499;25;3;HAMIS
5290023;UB MARTAS.400G DIJ.MEZES;DB;375;499;25;0;HAMIS
5290013;UB MARTAS 400G EDES-SAV;DB;360,13;499;25;1;HAMIS
5290011;UB MARTAS.400G KINAI ILL;DB;331,69;499;25;0;HAMIS
5290006;UB MARTAS.400G M.SAFRANY;DB;293,61;499;25;0;HAMIS
5290001;UB MARTAS 400G M.SZILVA;DB;338,14;499;25;0;HAMIS
5290004;UB MARTAS.400G TEXASI;DB;308;499;25;0;HAMIS
5290017;UB MARTAS.400G THAI PIK;DB;321,03;499;25;0;HAMIS
2110025;UHT CSOKIS ITAL 1L SOLE;DB;166;279;25;0;HAMIS
2110050;UHT FOZOTEJKREM 3% 300ML;DB;246;379;18;0;HAMIS
2110022;UHT FOZOTEJSZIN 0,2L MILL;DB;104,92;289;18;13;HAMIS
2110004;UHT FOZOTEJSZIN 0,2L PARM;DB;214;319;18;27;HAMIS
2110002;UHT FOZOTEJSZIN 0,5L ALFO;DB;301;459;18;0;HAMIS
2110059;UHT FOZOTEJSZIN 0,5L PAR;DB;454;149;18;15;HAMIS
2110011;UHT FOZOTEJSZIN 15% 300ML;DB;246;369;18;0;HAMIS
2110036;UHT FOZOTEJSZIN 500G SMET;DB;120,99;189;18;0;HAMIS
2110084;UHT FOZOTEJSZIN 500ML MIL;DB;374;599;18;9;HAMIS
2110037;UHT HABTEJSZIN 0,25 MEGGL;DB;164;279;18;0;HAMIS
2110028;UHT HABTEJSZIN 0,2L ALFOL;DB;223;301;18;27;HAMIS
2110018;UHT HABTEJSZIN 0,2L MILLI;DB;175,34;269;18;28;HAMIS
2110019;UHT HABTEJSZIN 0,2L OKEE;DB;189;259;18;10;HAMIS
2110003;UHT HABTEJSZIN 0,2L PARM;DB;201,87;329;18;-17;HAMIS
2110012;UHT HABTEJSZIN 0,5L PARM;DB;482;729;18;0;HAMIS
2110038;UHT HABTEJSZIN 1L MEGGLE;DB;495;699;18;0;HAMIS
2110075;UHT ISKOLA KAKAO 0.2L;DB;51,5;79;18;35;HAMIS
2110074;UHT ISKOLA TEJ 0,2L;DB;49,09;79;18;42;HAMIS
2110051;UHT JEGESKAVE 1L MILLI;DB;239;359;18;0;HAMIS
2110027;UHT JEGESKAVE 1L SOLE;DB;184,47;289;25;0;HAMIS
2110023;UHT JEGESKAVE 1L WIENER;DB;211,92;329;18;0;HAMIS
2110047;UHT KAKAO 1L MILLI;DB;203;299;18;3;HAMIS
2110071;UHT KAKAO 500ML MILRAM;DB;128,86;199;18;0;HAMIS
2110005;UHT KAVETEJSZIN 0,2 PARM;DB;110;179;18;0;HAMIS
2110040;UHT MADARTEJ 0,2L BOCI;DB;54,32;79;18;7;HAMIS
2110067;UHT MADARTEJ 1L NASZALY;DB;369;559;18;1;HAMIS
2110064;UHT MILLI JEGESKAVE 330ML;DB;113;179;18;14;HAMIS
2110062;UHT MILLI KAKAO 330ML;DB;16,43;155;18;22;HAMIS
2110016;UHT RAMA PROFI FOZOKREM 1;DB;399;599;18;0;HAMIS
2110081;UHT TEJ 1,5% 1L EDEL;DB;90,53;149;18;7;HAMIS
2110052;UHT TEJ 1,5% 1L MADETA;DB;116,64;149;18;32;HAMIS
2110083;UHT TEJ 1,5% 1L NEUBERGE;DB;94,93;149;18;-1;HAMIS
2110077;UHT TEJ 1,5% 1L TATRA;DB;93,52;149;18;1;HAMIS
2110045;UHT TEJ 1,5% 1L FARMER;DB;103,2;149;18;0;HAMIS
2110041;UHT TEJ 1,5% 1L LAKTOZMEN;DB;281,88;399;18;-4;HAMIS
2110044;UHT TEJ 1,5% 1L MILLI;DB;130,05;179;18;172;HAMIS
2110035;UHT TEJ 1,5% 1L MIZO;DB;130,21;199;18;57;HAMIS
2110001;UHT TEJ 1,5% 1L PARMALAT;DB;238;299;18;8;HAMIS
2110053;UHT TEJ 1,5% 1L SOLE;DB;161,72;249;18;0;HAMIS
2110054;UHT TEJ 2,8% 1L BIO-MIZO;DB;270,14;399;18;0;HAMIS
2110082;UHT TEJ 2,8% 1L LAKTOZMEN;DB;317,46;429;18;6;HAMIS
2110029;UHT TEJ 2,8% 1L LOTTI;DB;165;249;18;0;HAMIS
2110034;UHT TEJ 2,8% 1L MIZO;DB;150,52;209;18;51;HAMIS
2110000;UHT TEJ 3,5%1L LAKTOZMENT;DB;265;379;18;7;HAMIS
2110021;UHT TEJ 2,8% 1L SOLE;DB;146;219;18;0;HAMIS
2110076;UHT TEJ 2,8% FARMER;DB;125,77;169;18;0;HAMIS
2110079;UHT TEJ 3,5% 1L MILLI;DB;183,44;279;18;14;HAMIS
2110048;UHT TEJ 3,5% 1L SOLE CLAS;DB;163,11;249;18;0;HAMIS
2110065;UHT TEJ 330ML MILLI;DB;49,73;155;18;22;HAMIS
2110026;UHT VANILIAS ITAL 1L SOL;DB;184,47;319;25;3;HAMIS
6440004;ULTRA AKTIV 500ML SPRAYS;DB;227,9;699;25;0;HAMIS
6210000;ULTRA DAISY MOSOGATO 0,5;DB;147,01;219;25;0;HAMIS
6440001;ULTRA DERM KEZTISZT. 400G;DB;236;339;25;4;HAMIS
6210003;ULTRA MOSOG.POR 500G ZACS;DB;220,5;399;25;0;HAMIS
6440002;ULTRA SOL KEZTISZT. 500ML;DB;236;339;25;0;HAMIS
6400047;ULTRA SZAVO 500ML PENESZ;DB;781,27;1189;25;12;HAMIS
6150011;ULTRA SZONYEGTISZT 0,5L;DB;293,01;449;25;0;HAMIS
6700005;UNISTOP 75ML;DB;275;449;25;0;HAMIS
6090014;UNIVERSAL 1,5L MOSOGEL;DB;188,03;299;25;4;HAMIS
2070047;UNNEPI KOSZORU 500G GYORI;DB;329;499;25;0;HAMIS
2070086;UNNEPI KUGLOF 1KG GYORI;DB;471,7;699;18;0;HAMIS
8040005;UZSONNAS TASAK 100 ALUFIX;DB;111,82;199;25;0;HAMIS
8040001;UZSONNAS TASAK 17X24 60DB;DB;52,81;89;25;0;HAMIS
8040002;UZSONNAS TASAK 25X32 60DB;DB;117,77;199;25;0;HAMIS
8040004;UZSONNAS TASAK DUO R9;DB;120,5;199;25;38;HAMIS
5040049;V-POWER 250ML;DB;91,66;139;25;23;HAMIS
4000251;VADASZ 25G SZELET;DB;35,83;55;18;0;HAMIS
1220012;VADASZ KESERU LIKOR 0,7L;DB;850;1399;25;3;HAMIS
7300043;VADEMECUM 50ML JUNIOR ALM;DB;196,52;349;25;0;HAMIS
7300044;VADEMECUM 50ML JUNIOR EPR;DB;170,32;349;25;6;HAMIS
7300012;VADEMECUM 75ML EXP COMP 8;DB;190,57;399;25;0;HAMIS
7300032;VADEMECUM 75ML NATUR ANT;DB;197,31;399;25;0;HAMIS
7300029;VADEMECUM 75ML PRO COMPL;DB;170,32;259;25;2;HAMIS
7300056;VADEMECUM 75ML TITAN STR;DB;170,57;399;25;0;HAMIS
9550039;VAGODESZKA 3 DB-OS;DB;250,47;379;25;0;HAMIS
3150028;VAGOTT BORSO SARGA 500G;DB;112,8;169;25;21;HAMIS
3150015;VAGOTT BORSO ZOLD 500G;DB;56,7;169;25;0;HAMIS
2140016;VAJ 100G 70% SOLE;DB;137;217;18;0;HAMIS
2140018;VAJ 100G 80% MIZO;DB;152,08;229;18;0;HAMIS
2140017;VAJ 100G 80% SOLE;DB;126;219;18;0;HAMIS
2140057;VAJ 100G 80% SOLE CLASSIC;DB;118,2;229;18;0;HAMIS
2140030;VAJ 100G BAKONY;DB;148;199;18;0;HAMIS
2140033;VAJ 100G CAMPING;DB;103;179;18;0;HAMIS
2140045;VAJ 100G LOTTI;DB;129;189;18;0;HAMIS
2140056;VAJ 100G LURPAK;DB;212;319;18;0;HAMIS
2140021;VAJ 100G MILLI;DB;143,08;269;18;12;HAMIS
2140023;VAJ 100G PARMALAT;DB;91;199;18;0;HAMIS
2140051;VAJ 100G TOLLE;DB;128,74;175;18;4;HAMIS
2140044;VAJ 10G MINI MILRAM;DB;19;29;18;0;HAMIS
2140015;VAJ 200G 80% SOLE;DB;268;439;18;0;HAMIS
2140037;VAJ 200G BAKONY;DB;198;479;18;0;HAMIS
2140004;VAJ 200G SZENDVICS MILLI;DB;285;429;18;0;HAMIS
2140008;VAJ 250G BERG BUTTER;DB;271;399;18;0;HAMIS
2140038;VAJ MEGGLE 10G MINI;DB;16,4;39;18;0;HAMIS
2140027;VAJ MEGGLE 200G;DB;235;359;18;0;HAMIS
2070147;VAJAS TOAST 250G CERES;DB;137,28;259;18;2;HAMIS
2140050;VAJKREM 125G MILLI MAGYAR;DB;153;239;18;0;HAMIS
2140053;VAJKREM 125G MILLI MARVA;DB;153;239;18;0;HAMIS
2140052;VAJKREM 125G MILLI NATUR;DB;153;239;18;2;HAMIS
2140046;VAJKREM 200G ALFOLDI;DB;188;299;18;4;HAMIS
2140013;VAJKREM 200G GUST. MAGY;DB;207;279;18;2;HAMIS
2140012;VAJKREM 200G GUST. PORE;DB;207;279;18;0;HAMIS
2140014;VAJKREM 200G GUST.NATU;DB;207;279;18;1;HAMIS
2140047;VAJKREM 200G LOTTI;DB;154;239;18;0;HAMIS
2140049;VAJKREM 225G MILLI FOKHAG;DB;200,96;329;18;2;HAMIS
2140028;VAJKREM 225G MILLI KOLBAS;DB;208,41;329;18;0;HAMIS
2140036;VAJKREM 225G MILLI MAGYAR;DB;211,83;329;18;2;HAMIS
2140029;VAJKREM 225G MILLI MARVAN;DB;219;329;18;2;HAMIS
2140035;VAJKREM 225G MILLI NATUR;DB;208,2;329;18;1;HAMIS
2140048;VAJKREM 225G MILLI SONKAS;DB;197;329;18;2;HAMIS
2140042;VAJKREM 250G MIZO;DB;184;319;18;0;HAMIS
2140020;VAJKREM 250G MIZO MAGYAR;DB;195;319;18;0;HAMIS
2140019;VAJKREM 250G MIZO NATUR;DB;214,5;319;18;0;HAMIS
2140022;VAJKREM 250G MIZO POREHAG;DB;214,5;319;18;0;HAMIS
2140001;VAJKREM 250G PARMALAT MAG;DB;270;269;18;0;HAMIS
2140000;VAJKREM 250G PARMALAT NAT;DB;258;399;18;0;HAMIS
2140003;VAJKREM 250G PARMALAT TEL;DB;185;399;18;0;HAMIS
2140002;VAJKREM 250G PARMALAT ZEL;DB;224;399;18;0;HAMIS
2140054;VAJKREM TOLLE 250G;DB;233,4;349;18;0;HAMIS
2460006;VALDOR BACONOS PARIZSI;KG;957,69;999;25;0;IGAZ
2460028;VALDOR CSIRKE MELLSONKA;KG;1123,22;1799;25;3,864;IGAZ
2460046;VALDOR CSMELL CSEMEGE 120;DB;135;269;25;0;HAMIS
2460016;VALDOR CSMELL SZENDVICS;KG;1143;1799;25;0;IGAZ
3420014;VALDOR LIBAMAJPASTETOM 50;DB;144;219;25;15;HAMIS
2753007;VALDOR MH BAC+SAJT PU.MEL;DB;800;1250;25;0;HAMIS
2750054;VALDOR MH CSIRKE NUGGETS;DB;470;729;25;0;HAMIS
2753006;VALDOR MH CSIRKEMAJ RANT.;DB;278,76;749;25;0;HAMIS
2753008;VALDOR MH CSUPASZIV 0,5KG;DB;365;649;25;5;HAMIS
2753000;VALDOR MH NAT.BAR.ERME1KG;DB;779;1159;25;5;HAMIS
2750010;VALDOR MH PALACSINTA BOLO;DB;693,9;1099;25;0;HAMIS
2460066;VALDOR MH SAJTOS PU.M.800;DB;699;1199;25;0;HAMIS
2750057;VALDOR MH ZIZU KEDVENCE;DB;610;949;25;0;HAMIS
2460049;VALDOR PARTI FALATKAK 300;DB;321;249;25;0;HAMIS
2460067;VALDOR PULYKA PIZZASONKA;KG;610;899;25;0;IGAZ
2400077;VALDOR SAJTOS PARIZSI 500;DB;270;399;25;0;HAMIS
2400112;VALDOR SZENTESI I.PU.MELL;DB;180;279;25;0;HAMIS
2410004;VALDOR VURSLI 2+1 540G;DB;350;549;25;0;HAMIS
2400037;VALDOR VURSLI BAR.FUS.180;DB;145;239;25;6;HAMIS
2400104;VALDOR VURSLI NATUR 180;DB;145,04;149;25;14;HAMIS
2400081;VALDOR VURSLI SAJTOS 180G;DB;132,57;239;25;10;HAMIS
4200057;VAN DAMME HABCUKOR 150G A;DB;185;279;25;0;HAMIS
4200041;VAN DAMME HABCUKOR 150G F;DB;190;299;25;0;HAMIS
4200058;VAN DAMME HABCUKOR 150G S;DB;185,9;299;25;0;HAMIS
4200071;VAN DAMME HABCUKOR 200G;DB;240;369;25;0;HAMIS
5320058;VANILIARUD KOTANYI;DB;288,06;449;25;0;HAMIS
5320031;VANILIARUD OETKER BOURBO;DB;306,11;479;25;8;HAMIS
4300143;PILOTA VANILIAS KAR. ET;DB;183,81;299;25;9;HAMIS
4300144;PILOTA VANILIAS KAR. TEJ;DB;173,99;299;25;2;HAMIS
4300142;PILOTA VANILIAS KAR.MINIF;DB;166,3;309;25;0;HAMIS
4300162;PILOTA VANILIAS KAR.MINIT;DB;193,69;309;25;0;HAMIS
5500021;VANILINCUKOR 10G OETKER;DB;20,1;30;25;-12;HAMIS
5500003;VANILINCUKOR 4*10G OETK;DB;73,18;119;25;42;HAMIS
6150002;VANISH 1,5L;DB;715,65;1299;25;0;HAMIS
6150005;VANISH 1,5L+500ML;DB;912,99;1399;25;0;HAMIS
6150004;VANISH 1L;DB;463,35;699;25;6;HAMIS
6150010;VANISH 1L INTELLIGENS;DB;696;699;25;-2;HAMIS
6150014;VANISH 1L WHITE;DB;451,72;699;25;4;HAMIS
6150017;VANISH 1L+SZONYEGT.500ML;DB;798,77;1199;25;0;HAMIS
6150019;VANISH DUAL POWER 750ML;DB;1414;1999;25;0;HAMIS
6150009;VANISH FUGGONYMOSO 500ML;DB;764,08;1199;25;1;HAMIS
6150013;VANISH OXI 500+250G FEHER;DB;1152,13;1899;25;0;HAMIS
6150015;VANISH OXI 500G ACTIONMAX;DB;1141,41;1899;25;0;HAMIS
6150016;VANISH OXI 500ML GEL;DB;684,55;999;25;2;HAMIS
6450001;VANISH OXI POR 30G;DB;151,54;229;25;0;HAMIS
6150012;VANISH OXY ACT.600G INTE;DB;1293,72;1699;25;0;HAMIS
6150008;VANISH SZAPPAN 300G;DB;0,01;399;25;0;HAMIS
6450003;VANISH SZONYEG GEPI 500M;DB;582,5;999;25;0;HAMIS
6450005;VANISH SZONYEG KEZ 500ML;DB;631,2;999;25;2;HAMIS
6450002;VANISH SZONYEG/KARPIT 500;DB;691,67;999;25;3;HAMIS
6780002;VAPE DERM HERBAL 100L AER;DB;474,17;749;25;0;HAMIS
6780003;VAPE DERM SENSITIVE PUMP;DB;557,5;849;25;0;HAMIS
6780004;VAPE KESZULEK + 10LAP;DB;779,9;1199;25;1;HAMIS
6780000;VAPE KO2 LEGY 400ML;DB;377,64;599;25;0;HAMIS
6780001;VAPE LAPKAS UT 30DB;DB;413,04;599;25;0;HAMIS
1471000;VARGA BADACSONYI OLASZR;DB;267,44;429;25;0;HAMIS
1471004;VARGA BALATON CHARDONNAY;DB;301,55;549;25;5;HAMIS
1471015;VARGA BALATON KEKFRANKOS;DB;313,96;529;25;0;HAMIS
1471003;VARGA BALATON KIR.LEANY;DB;283,33;429;25;3;HAMIS
1471007;VARGA BALATON MERLOT;DB;325,55;529;25;7;HAMIS
1471005;VARGA BALATON MUSKOTALY;DB;338,33;499;25;2;HAMIS
1471001;VARGA BALATON SZURKEBAR;DB;323,45;499;25;16;HAMIS
1471006;VARGA BALATON ZWEIGELT;DB;259,72;399;25;4;HAMIS
1471002;VARGA EGRI BIKAVER;DB;315,4;499;25;0;HAMIS
1470002;VARGA OVOROS BARRIQUE;DB;371,8;589;25;18;HAMIS
1471010;VARGA SOPRONI KEKFRANK.;DB;275,88;449;25;0;HAMIS
9500006;VARTA ALKLI CERUZA 4X1DB;BL;650,01;1049;25;6;HAMIS
9500008;VARTA HIGH E. 9V;BL;683,79;1099;25;7;HAMIS
9500013;VARTA HIGH E. CERUZA 4DB;DB;639;1099;25;57;HAMIS
9500005;VARTA HIGH E. MICRO 4X1DB;BL;641,94;1099;25;5;HAMIS
9500007;VARTA MAX T.CERUZA 4X1DB;DB;773,56;1299;25;22;HAMIS
9500002;VARTA STANDARD BBI ELEM;BL;236,3;369;25;6;HAMIS
9500000;VARTA STANDARD CERUZA 4X1;BL;253,61;419;25;0;HAMIS
9500004;VARTA STANDARD ELEM 9V;BL;251,88;399;25;7;HAMIS
9500003;VARTA STANDARD GLIT;BL;347,01;549;25;13;HAMIS
9500001;VARTA STANDARD LAPOS 4,5V;BL;281,88;499;25;9;HAMIS
7890012;VATTA 100G BELLA;DB;103,2;179;25;9;HAMIS
7890013;VATTA 100G FREESIA 100%;DB;135,37;199;25;43;HAMIS
7890000;VATTA 100G PILLE;DB;78,37;149;25;0;HAMIS
7890001;VATTA 200G BELLA;DB;155,89;249;25;0;HAMIS
7890004;VATTA 200G FREESIA;DB;124,74;209;25;0;HAMIS
7890009;VATTA 200G PILLE-ANETT;DB;160,09;249;25;1;HAMIS
7890005;VATTA KORONG 80DB BELLA;DB;203,83;299;25;0;HAMIS
7890007;VATTA KORONG 100DB FREES;DB;212;319;25;16;HAMIS
7890011;VATTA KORONG 80DB NIVEA;DB;330,89;499;25;0;HAMIS
7890002;VATTA LABDA 100DB BELLA;DB;199,17;299;25;0;HAMIS
4200069;VATTACUKOR DOBOZOS;DB;50;75;25;0;HAMIS
7480000;VEET KREM 100ML ALOE VERA;DB;707,5;1099;25;0;HAMIS
7480002;VEET KREM 100ML SENSITIV;DB;707,5;1099;25;0;HAMIS
7480001;VEET KREM 100ML SILK EXTR;DB;707,5;1099;25;0;HAMIS
7480009;VEET RASERA ALOE VERA 150;DB;1283,65;1899;25;0;HAMIS
5100042;VEGETA 75G;DB;103,68;149;25;24;HAMIS
5100043;VEGETA 125G;DB;186,92;289;25;0;HAMIS
5100044;VEGETA 250G;DB;280,76;499;25;15;HAMIS
5100045;VEGETA 500G;DB;526,17;799;25;7;HAMIS
5100041;VEGETA 1KG;DB;823,36;1199;25;18;HAMIS
4100088;VEGYES DESSZERT 200G;DB;268;399;25;0;HAMIS
3600002;VEGYES BEFOTT 1/1 MATRA;DB;200,94;319;25;5;HAMIS
3200086;VEGYES DARABOS SAV 380G;DB;149;229;25;0;HAMIS
3200061;VEGYES DARABOS SAV. 500G;DB;152,5;229;25;0;HAMIS
3200020;VEGYES SAV 1/1 400G KECSK;DB;138,68;219;25;1;HAMIS
3200087;VEGYES SAV 1/1 CSIP HOCHM;DB;124,61;189;25;0;HAMIS
3200000;VEGYES SAV 330G MATRA;DB;129,42;199;25;11;HAMIS
3200040;VEGYES SAV 680G HUNAGRO;DB;137,12;199;25;4;HAMIS
3200063;VEGYES SAV 680G REGE;DB;138,68;219;25;0;HAMIS
3200108;VEGYES SAV 680M KELLER;DB;158,03;239;25;0;HAMIS
3200064;VEGYES SAV 720ML GLOBUS;DB;137,67;199;25;0;HAMIS
3200044;VEGYES SAV 720ML HAJDUSAM;DB;116,67;189;25;0;HAMIS
3200084;VEGYES SAV 720ML KORONCOI;DB;111,32;189;25;0;HAMIS
3300090;VEGYES SAV 720ML MEDO;DB;116,67;189;25;0;HAMIS
3200033;VEGYES SAV 720ML NAGYATAD;DB;99,74;189;25;0;HAMIS
3830005;VEGYES VAGOTT 500G MONOST;DB;186;179;25;7;HAMIS
3130000;VELENCE TESZTA 500G ORSO;DB;99,71;149;25;7;HAMIS
3130001;VELENCE TESZTA 500G SPAG;DB;101,05;149;25;19;HAMIS
3130002;VELENCE TESZTA 500G SZA;DB;91,19;149;25;10;HAMIS
3130003;VELENCE TESZTA 500G TARH;DB;89,22;149;25;1;HAMIS
6300018;VELVETINE 1L OBLITO;DB;99,03;159;25;9;HAMIS
4200152;VERBENA CUKORKAK 60G;DB;80,68;149;25;0;HAMIS
2540013;VERES HURKA KG;KG;569;899;25;-0,568;IGAZ
5000063;VERITAS GOLD 1,5L DUS;DB;49,73;99;25;0;HAMIS
5000065;VERITAS GOLD 1,5L MENTES;DB;49,73;99;25;0;HAMIS
1010019;VICEROY BLUE 499;DB;478,8;499;0;95;HAMIS
1010084;VICEROY BLUE 474;DB;451,8;474;0;0;HAMIS
1010103;VICEROY BLUE 100 485;DB;461,6;485;0;0;HAMIS
1010121;VICEROY BLUE 100 510;DB;487,8;510;0;10;HAMIS
1010098;VICEROY EZUST 499;DB;478,8;499;0;21;HAMIS
1010102;VICEROY EZUST 474;DB;451,8;474;0;0;HAMIS
1010088;VICEROY FEHER 474;DB;451,8;474;0;0;HAMIS
1010028;VICEROY FEHER 499;DB;478,8;499;0;17;HAMIS
1010099;VICEROY MENTHOL 474;DB;451,8;474;0;0;HAMIS
1010061;VICEROY MENTHOL 499;DB;478,8;499;0;37;HAMIS
